num_announcements, num_withdrawals, duplicate_announce, longest_aspath, shortest_aspath, avg_as_path, num_prepended_ases, tlong_events, tshort_events, avg_edit_distance, max_edit_distance, num_edited_paths, rare_as1, rare_as2, rare_as3, rare_as4, rare_as5, event_type, mrai
11, 1, 10, 6, 4, 6.335371679724823, 0, 2, 2, 3.0, 4, 7, 0, 0, 0, 0, 0,1,1
26, 5, 20, 16, 4, 6.340178741205553, 47, 5, 4, 5.9, 11, 10, 0, 0, 0, 0, 2,1,1
35, 4, 10, 19, 3, 6.3486966377030605, 72, 2, 1, 2.4285714285714284, 5, 7, 0, 0, 0, 0, 0,1,1
23, 4, 18, 13, 4, 6.351137859695317, 36, 2, 0, 4.0, 5, 3, 0, 0, 0, 0, 1,1,1
17, 5, 15, 16, 3, 6.3528308961379825, 22, 1, 2, 7.0, 14, 3, 0, 0, 0, 0, 1,1,1
10, 6, 9, 14, 4, 6.3542290419161676, 19, 4, 2, 5.833333333333333, 9, 6, 0, 0, 0, 0, 0,1,1
14, 4, 12, 11, 4, 6.354423292273236, 17, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,1
8, 2, 8, 11, 3, 6.353335818114052, 7, 1, 0, 3.5, 5, 2, 0, 0, 0, 0, 0,1,1
8, 1, 7, 16, 3, 6.355414960922962, 15, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,1
33, 8, 30, 11, 3, 6.352321065285741, 26, 3, 1, 3.2, 5, 5, 0, 0, 0, 0, 0,1,1
4, 3, 4, 16, 5, 6.355202365551654, 18, 0, 1, 6.0, 6, 1, 0, 0, 0, 0, 0,1,1
31, 6, 22, 13, 3, 6.35226019845645, 37, 4, 4, 3.875, 9, 8, 0, 0, 0, 0, 0,1,1
13, 2, 10, 11, 4, 6.353070577451879, 10, 3, 0, 3.3333333333333335, 5, 6, 0, 0, 0, 0, 0,1,1
78, 4, 25, 21, 3, 6.394509295287506, 284, 9, 6, 4.684210526315789, 13, 19, 0, 0, 0, 0, 0,1,5
10, 5, 8, 11, 4, 6.395168248490077, 10, 1, 0, 3.5, 5, 2, 0, 0, 0, 0, 0,1,5
16, 5, 16, 20, 3, 6.397893379191745, 32, 2, 3, 10.0, 17, 5, 0, 0, 0, 0, 0,1,5
60, 3, 27, 23, 3, 6.414049235993208, 110, 7, 2, 4.083333333333333, 8, 12, 0, 0, 0, 0, 0,1,5
7, 2, 7, 11, 3, 6.413646959101505, 9, 0, 1, 3.5, 6, 2, 0, 0, 0, 0, 0,1,5
69, 4, 21, 21, 3, 6.499582289055973, 409, 7, 3, 4.545454545454546, 10, 11, 0, 0, 0, 0, 0,1,5
32, 3, 21, 19, 3, 6.5, 45, 0, 1, 1.6, 3, 5, 0, 0, 0, 0, 0,1,5
27, 7, 21, 13, 3, 6.498246337940994, 27, 2, 1, 4.333333333333333, 9, 3, 0, 0, 0, 0, 0,1,5
31, 8, 21, 15, 3, 6.506560065600656, 61, 3, 1, 3.8333333333333335, 7, 6, 0, 0, 0, 0, 0,1,5
5, 7, 4, 16, 6, 6.50931804218718, 14, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,5
22, 4, 22, 15, 3, 6.5170234454638125, 56, 3, 5, 5.3, 9, 10, 0, 0, 0, 0, 1,1,5
29, 6, 26, 11, 3, 6.514795297932712, 32, 3, 2, 4.625, 8, 8, 0, 0, 0, 0, 0,1,5
13, 5, 11, 14, 3, 6.5148574893875075, 16, 3, 2, 3.6, 5, 5, 0, 0, 0, 0, 2,1,5
16, 3, 16, 11, 3, 6.515817046141446, 22, 2, 1, 6.0, 9, 4, 0, 0, 0, 0, 0,1,5
13, 4, 12, 11, 3, 6.513866559485531, 9, 2, 1, 4.5, 9, 4, 0, 0, 0, 0, 0,1,5
17, 1, 11, 16, 3, 6.515121169637492, 27, 2, 2, 6.0, 14, 4, 0, 0, 0, 0, 0,1,5
10, 6, 10, 8, 3, 6.513691784929042, 7, 1, 2, 3.6666666666666665, 6, 3, 0, 0, 0, 0, 3,1,5
27, 3, 16, 12, 3, 6.5121272365805165, 27, 5, 4, 3.727272727272727, 6, 11, 0, 0, 0, 0, 0,1,5
34, 2, 28, 15, 3, 6.5114533965244865, 40, 4, 5, 5.0, 10, 10, 0, 0, 0, 0, 2,1,5
18, 5, 15, 12, 3, 6.517512790240063, 47, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,5
5, 4, 4, 13, 5, 6.518183605268331, 3, 1, 0, 2.5, 3, 2, 0, 0, 0, 0, 0,1,5
61, 3, 31, 16, 3, 6.528166278166278, 119, 9, 3, 4.3076923076923075, 13, 13, 0, 0, 0, 0, 3,1,5
28, 3, 15, 15, 3, 6.529945904173107, 47, 5, 2, 7.25, 13, 8, 0, 0, 0, 0, 0,1,5
28, 5, 19, 15, 3, 6.527863182167564, 19, 2, 3, 3.4285714285714284, 8, 7, 0, 0, 0, 0, 3,1,5
17, 6, 12, 14, 3, 6.527102087722659, 15, 0, 2, 3.0, 4, 4, 0, 0, 0, 0, 0,1,5
14, 0, 11, 11, 5, 6.5289398280802295, 15, 2, 1, 4.75, 9, 4, 0, 0, 0, 0, 0,1,5
16, 10, 13, 11, 4, 6.527328127975624, 11, 2, 0, 6.0, 9, 2, 0, 0, 0, 0, 0,1,5
28, 6, 20, 19, 3, 6.535328660731199, 58, 6, 5, 4.0, 9, 12, 0, 0, 0, 0, 4,1,5
20, 4, 18, 11, 3, 6.53576146442725, 33, 2, 2, 4.6, 7, 5, 0, 0, 0, 0, 1,1,5
14, 5, 13, 13, 3, 6.537172971955581, 25, 2, 3, 5.0, 9, 5, 0, 0, 0, 0, 2,1,5
11, 1, 11, 21, 5, 6.547145003756574, 51, 3, 2, 4.142857142857143, 7, 7, 0, 0, 0, 0, 0,1,5
19, 3, 18, 7, 3, 6.542204753883586, 4, 2, 0, 4.0, 5, 2, 0, 0, 0, 0, 0,1,5
16, 3, 13, 11, 4, 6.539652920320956, 10, 2, 1, 4.0, 5, 3, 0, 0, 0, 0, 0,1,5
10, 2, 7, 16, 5, 6.542559135779475, 18, 0, 1, 3.25, 7, 4, 0, 0, 0, 0, 0,1,5
27, 3, 19, 15, 3, 6.54299481097109, 36, 4, 5, 3.111111111111111, 8, 9, 0, 0, 0, 0, 0,1,5
4, 1, 4, 13, 5, 6.54537037037037, 10, 1, 1, 7.5, 8, 2, 0, 0, 0, 0, 0,1,5
30, 1, 21, 11, 3, 6.546040515653775, 48, 3, 5, 4.181818181818182, 7, 11, 0, 0, 0, 0, 0,1,5
16, 6, 14, 14, 3, 6.543885420492105, 12, 2, 2, 3.25, 4, 4, 0, 0, 0, 0, 0,1,5
25, 1, 21, 11, 4, 6.543045147139463, 27, 5, 0, 3.5714285714285716, 7, 7, 0, 0, 0, 0, 0,1,5
16, 6, 14, 16, 3, 6.548751594678331, 46, 4, 1, 4.2, 6, 5, 0, 0, 0, 0, 0,1,5
8, 1, 7, 11, 4, 6.549226569608735, 11, 3, 0, 5.333333333333333, 8, 3, 0, 0, 0, 0, 0,1,5
15, 2, 14, 11, 4, 6.547731397459165, 16, 2, 2, 4.25, 6, 4, 0, 0, 0, 0, 0,1,5
19, 2, 18, 19, 3, 6.55163682401881, 48, 3, 3, 10.333333333333334, 14, 6, 0, 0, 0, 0, 0,1,5
25, 5, 18, 7, 3, 6.545192653943104, 9, 1, 3, 2.5714285714285716, 4, 7, 0, 0, 0, 0, 0,1,5
20, 5, 16, 11, 3, 6.544312881234302, 18, 3, 4, 4.375, 9, 8, 0, 0, 0, 0, 3,1,5
5, 1, 2, 15, 4, 6.545617494174583, 9, 1, 0, 13.0, 13, 1, 0, 0, 0, 0, 0,1,5
16, 3, 14, 16, 4, 6.547631814119749, 28, 1, 0, 2.5, 4, 2, 0, 0, 0, 0, 0,1,5
25, 6, 23, 13, 3, 6.547864768683274, 34, 5, 6, 6.0, 9, 11, 0, 0, 0, 0, 2,1,5
8, 3, 6, 8, 5, 6.546908315565032, 8, 0, 2, 4.0, 6, 3, 0, 0, 0, 0, 0,1,5
26, 5, 23, 16, 3, 6.54651574106827, 32, 3, 4, 4.5, 8, 8, 0, 0, 0, 0, 2,1,5
9, 3, 8, 13, 3, 6.547766201659898, 16, 1, 1, 7.5, 8, 2, 0, 0, 0, 0, 0,1,5
20, 1, 17, 10, 3, 6.544254795002639, 9, 2, 1, 3.0, 5, 7, 0, 0, 0, 0, 1,1,5
13, 3, 12, 16, 3, 6.545821629213483, 23, 2, 2, 9.0, 14, 4, 0, 0, 0, 0, 2,1,5
6, 3, 6, 6, 4, 6.544370396352157, 0, 0, 0, 3.0, 3, 1, 0, 0, 0, 0, 0,1,5
24, 4, 19, 15, 3, 6.546804051694028, 31, 2, 2, 4.2, 7, 5, 0, 0, 0, 0, 3,1,5
23, 2, 14, 16, 3, 6.554009392937902, 63, 0, 1, 3.25, 6, 4, 0, 0, 0, 0, 0,1,5
12, 2, 11, 11, 5, 6.5532025689984374, 2, 1, 1, 2.5, 4, 4, 0, 0, 0, 0, 0,1,5
16, 2, 15, 11, 4, 6.554266920546997, 22, 1, 1, 5.5, 6, 2, 0, 0, 0, 0, 3,1,5
5, 2, 5, 11, 5, 6.554652369422345, 9, 2, 1, 7.333333333333333, 9, 3, 0, 0, 0, 0, 0,1,5
4, 0, 4, 16, 5, 6.557379882474939, 18, 1, 0, 4.0, 4, 1, 0, 0, 0, 0, 0,1,5
9, 2, 6, 14, 4, 6.320767970030438, 23, 1, 1, 6.5, 8, 2, 0, 0, 0, 0, 0,1,15
16, 4, 12, 10, 3, 6.320037322136693, 15, 1, 2, 3.0, 7, 4, 0, 0, 0, 0, 0,1,15
5, 4, 4, 6, 3, 6.318266542404474, 0, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,15
9, 2, 7, 16, 6, 6.326900720762613, 33, 3, 0, 4.666666666666667, 7, 3, 0, 0, 0, 0, 0,1,15
26, 4, 22, 13, 3, 6.327247515599723, 40, 4, 2, 5.428571428571429, 9, 7, 0, 0, 0, 0, 0,1,15
5, 3, 5, 13, 4, 6.3280240073868885, 9, 0, 1, 9.0, 9, 1, 0, 0, 0, 0, 0,1,15
24, 3, 16, 15, 3, 6.330119375573921, 31, 1, 3, 3.0, 8, 5, 0, 0, 0, 0, 0,1,15
19, 4, 10, 10, 3, 6.325714285714286, 11, 4, 3, 4.142857142857143, 8, 7, 0, 0, 0, 0, 0,1,15
8, 1, 6, 12, 3, 6.326716860597764, 9, 1, 2, 4.333333333333333, 5, 3, 0, 0, 0, 0, 0,1,15
29, 3, 22, 16, 3, 6.3268359020852225, 37, 3, 2, 4.625, 13, 8, 0, 0, 0, 0, 0,1,15
1, 3, 1, 4, 4, 6.326308633582597, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,15
18, 2, 14, 11, 3, 6.323177612277139, 18, 1, 1, 7.5, 8, 2, 0, 0, 0, 0, 0,1,15
24, 5, 18, 15, 2, 6.32996632996633, 56, 4, 4, 5.875, 12, 8, 0, 0, 0, 0, 0,1,15
2, 2, 2, 6, 6, 6.329818263405879, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,15
21, 5, 16, 11, 3, 6.327601607860652, 17, 4, 1, 3.857142857142857, 6, 7, 0, 0, 0, 0, 0,1,15
13, 3, 11, 7, 3, 6.32353596081051, 2, 1, 2, 4.0, 5, 4, 0, 0, 0, 0, 0,1,15
6, 1, 6, 16, 6, 6.328441183010896, 25, 2, 0, 7.5, 11, 2, 0, 0, 0, 0, 0,1,15
22, 3, 17, 11, 3, 6.326842221730471, 20, 0, 1, 2.0, 2, 2, 0, 0, 0, 0, 0,1,15
3, 1, 2, 6, 5, 6.32640424590889, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,15
29, 5, 21, 16, 3, 6.3295978905735, 41, 5, 3, 4.555555555555555, 9, 9, 0, 0, 0, 0, 0,1,15
14, 3, 10, 10, 3, 6.329025191675794, 12, 2, 0, 4.25, 8, 4, 0, 0, 0, 0, 0,1,15
23, 5, 17, 15, 3, 6.3269398430688755, 20, 1, 0, 3.6666666666666665, 5, 3, 0, 0, 0, 0, 0,1,15
12, 6, 10, 16, 3, 6.329565217391305, 23, 2, 0, 4.5, 11, 4, 0, 0, 0, 0, 0,1,15
16, 4, 11, 9, 3, 6.327772963604852, 11, 0, 1, 7.0, 7, 1, 0, 0, 0, 0, 0,1,15
16, 5, 14, 14, 3, 6.3285837651122625, 26, 3, 1, 6.5, 12, 4, 0, 0, 0, 0, 0,1,15
5, 3, 3, 7, 5, 6.328013802027173, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,15
17, 5, 12, 10, 3, 6.326385904598195, 11, 0, 0, 2.0, 2, 2, 0, 0, 0, 0, 0,1,15
9, 5, 7, 16, 3, 6.328114947458718, 20, 1, 0, 4.0, 4, 1, 0, 0, 0, 0, 0,1,15
28, 6, 22, 11, 3, 6.327222340652313, 34, 3, 1, 2.8, 4, 5, 0, 0, 0, 0, 0,1,15
13, 5, 10, 11, 4, 6.325892857142857, 5, 0, 0, 1.5, 2, 2, 0, 0, 0, 0, 0,1,15
19, 1, 12, 16, 3, 6.326910861740419, 29, 1, 2, 4.0, 6, 3, 0, 0, 0, 0, 0,1,15
10, 5, 10, 13, 3, 6.327910416226495, 18, 1, 1, 4.0, 8, 3, 0, 0, 0, 0, 0,1,15
19, 2, 12, 9, 3, 6.324284511784512, 3, 1, 1, 3.0, 4, 2, 0, 0, 0, 0, 0,1,15
14, 2, 11, 15, 3, 6.322702475870751, 16, 0, 2, 3.6666666666666665, 11, 6, 0, 0, 0, 0, 0,1,15
10, 4, 8, 15, 3, 6.321817420435511, 9, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,15
29, 5, 18, 11, 3, 6.317793964620187, 22, 3, 3, 3.5, 7, 8, 0, 0, 0, 0, 0,1,15
13, 6, 10, 14, 3, 6.316521378165214, 14, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,15
28, 3, 20, 11, 3, 6.312422616591003, 29, 3, 2, 3.5, 6, 6, 0, 0, 0, 0, 0,1,15
14, 6, 13, 16, 3, 6.31275720164609, 18, 1, 0, 7.5, 13, 2, 0, 0, 0, 0, 0,1,15
10, 2, 7, 9, 3, 6.311088295687885, 6, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 1,1,15
21, 6, 20, 15, 4, 6.31813535064404, 48, 5, 3, 4.625, 8, 8, 0, 0, 0, 0, 0,1,15
10, 4, 8, 16, 3, 6.322587227096511, 31, 1, 2, 4.333333333333333, 6, 3, 0, 0, 0, 0, 0,1,15
17, 3, 16, 11, 3, 6.322692151281008, 22, 2, 0, 4.0, 7, 2, 0, 0, 0, 0, 0,1,15
15, 2, 13, 11, 3, 6.32029191161565, 9, 3, 1, 3.8333333333333335, 9, 6, 0, 0, 0, 0, 0,1,15
4, 2, 4, 5, 4, 6.318614543244886, 0, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,15
25, 3, 21, 17, 3, 6.322249093107618, 50, 4, 2, 5.5, 14, 6, 0, 0, 0, 0, 0,1,15
9, 4, 8, 10, 4, 6.3216656608328305, 6, 2, 0, 3.3333333333333335, 5, 3, 0, 0, 0, 0, 1,1,15
18, 3, 15, 10, 3, 6.321707757065544, 24, 0, 1, 2.0, 2, 2, 0, 0, 0, 0, 0,1,15
11, 4, 10, 16, 5, 6.326, 24, 2, 2, 3.4, 6, 5, 0, 0, 0, 0, 0,1,15
11, 1, 4, 9, 4, 6.323687886649371, 6, 2, 1, 4.666666666666667, 6, 3, 0, 0, 0, 0, 0,1,15
37, 1, 12, 8, 3, 6.315372424722662, 9, 1, 11, 3.5, 4, 12, 0, 0, 0, 0, 0,1,15
12, 8, 11, 16, 3, 6.317391304347826, 17, 1, 0, 5.0, 8, 2, 0, 0, 0, 0, 0,1,15
16, 6, 16, 11, 3, 6.316981875492514, 24, 2, 1, 3.6666666666666665, 6, 3, 0, 0, 0, 0, 0,1,15
14, 3, 14, 7, 3, 6.31335952848723, 4, 1, 0, 2.0, 2, 2, 0, 0, 0, 0, 0,1,15
20, 2, 17, 16, 3, 6.313698630136987, 35, 1, 4, 5.2, 8, 5, 0, 0, 0, 0, 1,1,15
12, 4, 11, 15, 5, 6.3158922295978135, 16, 1, 1, 3.5, 5, 2, 0, 0, 0, 0, 1,1,15
9, 2, 6, 10, 3, 6.31670239719353, 15, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,15
22, 3, 14, 16, 3, 6.321366194449835, 37, 3, 2, 3.5714285714285716, 6, 7, 0, 0, 0, 0, 0,1,15
21, 5, 18, 15, 4, 6.328565906455354, 50, 4, 4, 5.0, 8, 8, 0, 0, 0, 0, 0,1,15
10, 1, 6, 8, 3, 6.326003086419753, 2, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,15
25, 6, 19, 15, 3, 6.184583714547118, 29, 2, 1, 4.166666666666667, 7, 6, 0, 0, 0, 0, 0,1,30
5, 0, 3, 7, 5, 6.184829792095043, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
29, 2, 21, 14, 3, 6.188152519291875, 45, 5, 3, 3.111111111111111, 8, 9, 0, 0, 0, 0, 0,1,30
6, 3, 3, 13, 4, 6.190163191296464, 8, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
20, 6, 16, 15, 3, 6.196074007220217, 37, 3, 0, 5.75, 9, 4, 0, 0, 0, 0, 0,1,30
4, 2, 2, 16, 6, 6.200180342651037, 18, 1, 0, 4.0, 4, 1, 0, 0, 0, 0, 0,1,30
20, 2, 16, 15, 3, 6.206463195691203, 41, 3, 1, 4.4, 8, 5, 0, 0, 0, 0, 0,1,30
10, 2, 9, 15, 3, 6.208687863860278, 17, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,30
14, 4, 8, 8, 4, 6.206473214285714, 14, 0, 1, 5.0, 5, 1, 0, 0, 0, 0, 0,1,30
7, 3, 5, 8, 3, 6.204591040784488, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
6, 2, 3, 16, 5, 6.209214333407523, 24, 2, 0, 8.5, 13, 2, 0, 0, 0, 0, 0,1,30
21, 6, 19, 12, 3, 6.2095702259636685, 27, 2, 2, 5.25, 7, 4, 0, 0, 0, 0, 0,1,30
5, 3, 2, 17, 7, 6.215755698163311, 25, 0, 2, 6.0, 7, 2, 0, 0, 0, 0, 0,1,30
23, 6, 18, 16, 3, 6.2175253192426245, 44, 4, 5, 3.5, 7, 10, 0, 0, 0, 0, 0,1,30
4, 2, 2, 11, 6, 6.218433787945447, 2, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
25, 1, 19, 14, 3, 6.220958214832641, 34, 3, 3, 4.0, 7, 7, 0, 0, 0, 0, 0,1,30
9, 2, 6, 16, 4, 6.228602620087337, 38, 1, 1, 6.5, 9, 2, 0, 0, 0, 0, 0,1,30
5, 0, 3, 15, 4, 6.23031624863686, 10, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
30, 3, 20, 12, 3, 6.232502708559046, 46, 2, 4, 4.125, 8, 8, 0, 0, 0, 0, 0,1,30
5, 8, 5, 16, 4, 6.236580086580086, 24, 0, 1, 6.0, 6, 1, 0, 0, 0, 0, 0,1,30
13, 2, 11, 12, 4, 6.239801424562918, 21, 1, 0, 1.5, 2, 2, 0, 0, 0, 0, 0,1,30
10, 4, 6, 8, 4, 6.238854189101874, 5, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 1,1,30
12, 5, 7, 16, 4, 6.244468313641246, 34, 2, 2, 7.5, 14, 4, 0, 0, 0, 0, 1,1,30
39, 6, 26, 21, 3, 6.2496804431188755, 69, 8, 3, 6.166666666666667, 16, 12, 0, 0, 0, 0, 0,1,30
8, 1, 8, 15, 6, 6.256061250531689, 24, 1, 1, 7.5, 10, 2, 0, 0, 0, 0, 0,1,30
38, 4, 22, 21, 3, 6.265611814345991, 71, 3, 3, 6.875, 16, 8, 0, 0, 0, 0, 0,1,30
8, 1, 3, 11, 4, 6.267270429654592, 5, 0, 2, 4.0, 5, 2, 0, 0, 0, 0, 1,1,30
21, 2, 13, 16, 3, 6.2719647724889915, 35, 3, 0, 4.25, 7, 4, 0, 0, 0, 0, 0,1,30
11, 5, 5, 11, 4, 6.27092050209205, 2, 0, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,30
31, 3, 25, 16, 3, 6.2716690916649345, 42, 2, 5, 4.181818181818182, 14, 11, 0, 0, 0, 0, 0,1,30
5, 6, 4, 15, 6, 6.275124584717608, 15, 0, 1, 9.0, 9, 1, 0, 0, 0, 0, 0,1,30
22, 6, 14, 13, 3, 6.273253410500207, 17, 2, 1, 3.0, 6, 4, 0, 0, 0, 0, 0,1,30
6, 3, 5, 16, 4, 6.277250206440958, 20, 1, 0, 13.0, 13, 1, 0, 0, 0, 0, 1,1,30
9, 4, 8, 12, 3, 6.2787966206470225, 16, 0, 3, 3.75, 6, 4, 0, 0, 0, 0, 0,1,30
19, 4, 14, 11, 3, 6.273809523809524, 10, 0, 2, 2.0, 3, 3, 0, 0, 0, 0, 0,1,30
6, 1, 5, 16, 5, 6.2796227962279625, 27, 1, 1, 4.5, 6, 2, 0, 0, 0, 0, 0,1,30
10, 3, 7, 12, 3, 6.277618657937807, 10, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,30
15, 3, 12, 14, 4, 6.279420762798287, 28, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
8, 3, 7, 16, 5, 6.282223579718998, 19, 0, 2, 8.5, 14, 2, 0, 0, 0, 0, 0,1,30
22, 4, 16, 11, 3, 6.2765051692681935, 13, 1, 2, 4.0, 8, 3, 0, 0, 0, 0, 0,1,30
9, 2, 7, 9, 3, 6.277013354917037, 10, 1, 1, 4.0, 4, 2, 0, 0, 0, 0, 0,1,30
22, 5, 20, 16, 4, 6.278001611603545, 32, 2, 2, 5.5, 9, 4, 0, 0, 0, 0, 0,1,30
5, 1, 4, 15, 6, 6.279734352988529, 7, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
22, 1, 17, 10, 3, 6.279302744940893, 19, 1, 2, 2.4, 4, 5, 0, 0, 0, 0, 0,1,30
16, 4, 11, 16, 3, 6.282604353904533, 34, 2, 2, 7.0, 11, 4, 0, 0, 0, 0, 0,1,30
6, 1, 5, 11, 5, 6.2840614402553365, 11, 1, 1, 4.5, 7, 2, 0, 0, 0, 0, 0,1,30
23, 6, 18, 11, 3, 6.281771247021446, 28, 2, 3, 4.0, 7, 6, 0, 0, 0, 0, 0,1,30
6, 4, 3, 16, 4, 6.285600952003174, 24, 0, 1, 6.0, 6, 1, 0, 0, 0, 0, 0,1,30
17, 6, 15, 13, 3, 6.285827238584701, 22, 1, 1, 3.6666666666666665, 8, 3, 0, 0, 0, 0, 0,1,30
11, 5, 9, 9, 3, 6.284023668639053, 6, 0, 0, 2.0, 2, 1, 0, 0, 0, 0, 0,1,30
8, 3, 8, 16, 6, 6.288302481291847, 27, 2, 2, 7.2, 14, 5, 0, 0, 0, 0, 0,1,30
17, 3, 15, 11, 3, 6.285770363101079, 9, 1, 0, 5.0, 9, 2, 0, 0, 0, 0, 0,1,30
1, 3, 1, 6, 6, 6.285714285714286, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,30
22, 4, 20, 14, 3, 6.281946072684643, 19, 0, 1, 1.6666666666666667, 2, 3, 0, 0, 0, 0, 0,1,30
11, 3, 5, 9, 4, 6.279976603626438, 4, 1, 1, 2.6, 4, 5, 0, 0, 0, 0, 0,1,30
16, 5, 13, 11, 3, 6.27910592808552, 17, 1, 1, 5.0, 7, 3, 0, 0, 0, 0, 0,1,30
7, 4, 7, 16, 4, 6.280861801242236, 18, 1, 0, 1.0, 1, 1, 0, 0, 0, 0, 0,1,30
5, 2, 5, 15, 6, 6.282916424277681, 13, 0, 1, 6.0, 6, 1, 0, 0, 0, 0, 0,1,30
20, 6, 18, 12, 3, 6.278732856866911, 7, 1, 2, 3.0, 5, 3, 0, 0, 0, 0, 0,1,30
7, 3, 3, 14, 5, 6.281057098765432, 12, 0, 0, 1.5, 2, 2, 0, 0, 0, 0, 0,1,30
24, 6, 20, 20, 4, 6.288696060037523, 56, 4, 1, 6.5, 15, 6, 0, 0, 0, 0, 0,1,1
5, 2, 3, 10, 6, 6.291637385804638, 8, 1, 1, 5.0, 5, 2, 0, 0, 0, 0, 0,1,1
13, 0, 6, 16, 4, 6.300326950023353, 27, 1, 1, 5.0, 6, 2, 0, 0, 0, 0, 0,1,1
19, 5, 14, 11, 3, 6.297372704022321, 12, 3, 1, 4.0, 6, 4, 0, 0, 0, 0, 0,1,1
8, 4, 6, 10, 6, 6.299373404502204, 15, 0, 1, 3.0, 6, 3, 0, 0, 0, 0, 0,1,1
19, 1, 14, 20, 3, 6.300138632162661, 32, 1, 0, 8.0, 15, 2, 0, 0, 0, 0, 0,1,1
3, 4, 2, 9, 6, 6.300854306164858, 4, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,1
9, 3, 9, 18, 4, 6.3023041474654375, 16, 1, 1, 3.6666666666666665, 5, 3, 0, 0, 0, 0, 0,1,1
9, 2, 8, 16, 3, 6.303288112209703, 19, 1, 0, 4.0, 4, 1, 0, 0, 0, 0, 0,1,1
18, 3, 13, 10, 4, 6.303411953286009, 25, 1, 2, 5.5, 8, 4, 0, 0, 0, 0, 0,1,1
17, 9, 11, 13, 3, 6.3010948905109485, 13, 1, 4, 3.8, 9, 5, 0, 0, 0, 0, 0,1,1
12, 2, 11, 16, 3, 6.303002729754322, 22, 1, 1, 6.0, 8, 3, 0, 0, 0, 0, 0,1,1
4, 2, 4, 14, 6, 6.305909090909091, 14, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,1
4, 1, 4, 15, 4, 6.307674841053587, 7, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,1
20, 4, 18, 16, 3, 6.313517179023508, 50, 4, 2, 6.714285714285714, 10, 7, 0, 0, 0, 0, 0,1,1
18, 1, 9, 26, 4, 6.318325078793336, 32, 3, 1, 8.75, 15, 4, 0, 0, 0, 0, 0,1,1
20, 5, 14, 13, 3, 6.315553563424474, 22, 1, 3, 3.0, 7, 7, 0, 0, 0, 0, 0,1,1
6, 4, 5, 14, 6, 6.318710832587287, 18, 1, 1, 9.0, 12, 2, 0, 0, 0, 0, 0,1,1
7, 4, 6, 11, 3, 6.317094972067039, 5, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,1
16, 4, 12, 14, 3, 6.320195947450457, 33, 0, 0, 1.5, 2, 2, 0, 0, 0, 0, 0,1,1
12, 6, 12, 16, 3, 6.324006218076837, 29, 2, 1, 4.666666666666667, 5, 3, 0, 0, 0, 0, 0,1,1
18, 3, 17, 11, 3, 6.324043353240434, 27, 1, 2, 4.5, 7, 4, 0, 0, 0, 0, 0,1,1
10, 3, 10, 13, 4, 6.325535201942176, 18, 1, 2, 7.0, 9, 3, 0, 0, 0, 0, 0,1,1
15, 1, 12, 16, 4, 6.33172019357677, 39, 1, 2, 4.333333333333333, 6, 3, 0, 0, 0, 0, 0,1,1
6, 2, 3, 10, 5, 6.332601054481547, 8, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,1
9, 2, 8, 9, 3, 6.329752247314185, 4, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0,1,1
12, 3, 10, 16, 4, 6.333041766892631, 27, 2, 0, 6.333333333333333, 13, 3, 0, 0, 0, 0, 0,1,1
